Elaine H.,"New York, NY",8/2/2015,5 star rating,"Always thought of brunch as simple as ham and egg, I was completely impressed by the way ABC Kitchen brought up its own courses, which was renown for the idea of farm-to-table. Wasn't underwhelmed by the simplicity in food presentation,  I would strongly recommend the crab toast, which was listed under the list of 50 most famous food to eat in NYC before dying. It was coming in small portion, so you probably want to order some main dishes besides that. My choice was crispy oyster with scrambled egg and spicy butter sauce. Our waitress was extremely attentive, smiling at us all the time asking whether we need anything else. This place now becomes my favorite brunch place in the city!"
Eric B.,"Lesquin, France",5/16/2017,4 star rating,"Fancy restaurant. Too many waiters coming to your table (one for the bread, one for the water,..) make the place a bit too pretentious. But you forget about this once you start eatingThe food is exceptional. I tried the divine crab toast and the delicious mushroom pizza.Definitely a place to go when you're in NYC"
Kendal K.,"Westlake Village, CA",1/1/2018,5 star rating,"I just left dinner at this incredible restaurant, and I am already planning when I can eat there again! It was delicious. The food was all cooked perfectly, and the dishes portrayed the natural beauty and flavors of each fresh ingredient. Our waitress was kind, funny, and friendly, and I enjoyed hearing her insights about the key and the restaurant. I loved the decor and atmosphere of the restaurant--It was artsy, interesting, and unique. I loved my sashimi and carrot-avocado salad appetizers, Hake fish entree, and dairy-free chocolate mint sorbet!"
Nikki H.,"Brooklyn, NY",1/15/2016,4 star rating,"My dinner date had a connection who got us a reservation for tonight. The space is beautifully decorated and the service was superb. We shared the carrot salad and the crab tartine with lemon aioli. Both were delish. The carrots had a bit of heat (spice) to them but not too much.I had ravioli stuffed with ricotta as my entree and a glass of Merlot. Nice, light and flavorful.We shared the seasonal donuts and those were great as well.This is a nice restaurant but a bit pricey. I'll definitely be back but not often."
Kristie L.,"Queens, NY",1/16/2016,4 star rating,"ABC Kitchen provides a full dining experience. From the food to the ambience and finally the service. The service is fantastic here. The waiters are so attentive that when my friend went to the bathroom, a waiter came and picked up the napkin he left on his seat and refolded it. He refolded a USED napkin. Maybe I don't eat at enough places with this type of service, but I was blown away. I even saw a hostess helping customers into their seats. Food: Overall, the food is good. The portions are actually enough to fill you up. Although it's very pricy, I can see how the chefs take the time to make sure everything is properly made.Seasonal Glazed Donuts ($10): They give 2 donuts. I was pleasantly surprised by both flavors. It turns out that the chocolate one was a Dark Chocolate Glazed! I was really happy that they used dark chocolate, but it was overshadowed by the second donut. The plain glazed one turned out to be a Lemon Glazed & after my first bite, I knew that was it. If I ever order this dish again, I would ask for 2 Lemon Glazed Donuts.The donuts weren't overly oily or fried. They were soft, but not the softest that I've had. Thankfully, both flavors weren't overly sweet. Burger ($24):My friend asked for the burger to be cooked medium and it was perfectly cooked. The cheese is grated, which is unusual technique for a burger. However, it's not the best burger that my friend has had.Scrambled Eggs with Crispy Oyster ($23):Crispy is just a fancy word for fried...there were about 5-6 oysters in the dish. It's not overly oily, but you can taste how unhealthy it is. My favorite part of the dish was the eggs. The scrambled eggs are soooo silky (I think they added some cheese) and soft, I LOVED it. Although the portion looks small, it was the perfect amount. I asked for the butter to be placed on the side, which I'm glad I did because it was totally unnecessary.This restaurant does have a long waiting time. Reservations fill up quickly, so book ASAP (like a week or more in advance). Otherwise, walk-ins are accepted. They do text you when your table is ready. At 12pm on a Saturday, I had to wait about 40-45 mins for a table of 2. I definitely recommend making a reservation because the tables they seat you at are nicer and have better lighting. We were seated at a communal table, but we didn't have to share it with anyone."
Janesse S.,"Pembroke Pines, FL",10/15/2019,5 star rating,"Really delicious and amazing place to have brunch! During my bachelorette party weekend, we had brunch here. The menu had the bachelorette party slogan and the service was amazing! The items that were brought out (tuna tartare, calamari, French roast, eggs, I can go on and on) were absolutely amaazingggg! Not to mention the service was truly amazing."
Cindy O.,"New York, NY",11/20/2017,2 star rating,"Liked the ambience, decor, and interior. However, the server kept interrupting our conversation and giving us a pressure to leave the table asap. I calculated how long we stayed there. From the moment we went in and the time we came out, it took only one and a half hour. I understand it's a popular place but it was definitely not a pleasant experience.Besides, there was a hair from the food that we ordered. As soon as we told them about it, the server said they'll bring a new food. Okay but another big reason that we couldn't love this place, the ""hygiene.""Food-wise it was okay.. Just okay. Maybe I expected too high or so?"
Grace S.,"Brooklyn, NY",1/22/2016,5 star rating,"I came here for the restaurant week deal and was very excited to try this Jean-Georges establishment. I had to really bite down and check for a dropped reservation every hour, on the hour this week and I finally snagged one for a Friday lunch. The entrance to this restaurant is deceivingly small and subtle considering how massive it is inside. It was very busy during this lunch hour, but because it was so spacious it didn't feel too crowded. The interior is very hip with young vibes and minimalistic in design which matches the organic, fresh theme of the restaurant. They first start you off with some delicious bread and olive oil which is always a plus for me. My boyfriend and I started with the TUNA SASHIMI and KALE SALAD. The Tuna Sashimi was tasty and buttery soft dressed with a light garlic dressing! The Kale salad was very fresh and fluffy (never thought i'd describe a salad like that), but a bit underwhelming. *tip* after I was done with the sashimi, there was leftover garlic dressing left and I dipped some bread in it and it was amazing! Just a little suggestion for anyone who orders the tuna!We then had the EGG RAVIOLI stuffed with a creamy ricotta cheese and a runny egg yolk (If you don't like runny yolk, you should let them know!) over a delicious pork ragu. This is probably one of the best dishes I have ever had in my life. The pork was braised perfectly and so soft and savory against the creamy ricotta cheese and egg. An unexpected combination that really delivered with all of its complementary textures. Also, I would like to note that I was stuffeddd after this dish. For dessert, we had the ALMOND CAKE with sorbet and the SALTED CARAMEL ICE CREAM with cream fraiche and popcorn. The almond cake was light with a very subtle almond taste which I appreciated. It was a bit dry so the cream that came with it really helped, but the SORBET. Ohmygod, hands down the best sorbet I have ever had. So light and tangy and refreshing, I would have just ordered bowls and bowls of that. The Salted Caramel Ice Cream was on the richer side with chocolate syrup underneath, but still delicious. The toffee popcorn was softer than I expected which is a big plus for me because I have sensitive teeth (I sound like an old lady). But,i probably wouldn't come back for that one, but definitely coming back for that sorbet though. All in all, great experience and service. Waiters were knowledgeable about the menu and were happy to give recommendations. Also, as a restaurant week deal, my boyfriend and I had the 3 course meal for only $25 each which is a steal!!! The ambiance was fantastic and I would love to come back again and try more things on the menu. This spot exceeded my expectations and definitely lives up to the hype."
Santi G.,"St Quirze del Vallès, Spain",8/5/2019,3 star rating,"Nice food and service, but too much noise. It was difficult to hear the waiter, or even my family."
Josephine L.,"Manhattan, NY",9/29/2015,3 star rating,"Reasons to come to ABC Kitchen:- Stunning decor: I mean, really. How can any place be so beautiful, so breathtaking, so deliciously, utterly DISTRESSED? (That's an interior decorating style, in case you're scratching your head.)- Fantastic mixology: Fresh ingredients, unique combinations, this is what NY mixology is all about. The Basil Lime Daiquiri with papagayo rum and fresh lime juice is a perfect example- Farm-to-table cuisine: The roasted portobello mushroom with celery leaves is like being served hors d'oeuvres by Mother Nature herself. The roasted cod with cauliflower, crushed herbs and lime is picture-perfect freshnessReasons not to come to ABC Kitchen:- The Happy Hour crowd: Prepare to be ogled by men (and some women). Prepare to be shouted down by your neighbors loudly discussing synergy and other corporate terms that have no relevance to you. Ear plugs and a proficiency in sign language are highly recommended if you are dining during these hours- The lackluster service: Perhaps fueled by the HH crowd, service is intermittent and not always the friendliest- Some menu duds: This isn't a place with a home run menu. Some offerings--both food and drink-wise--are not very good. Skip the cider cocktail, for example."
Toniya D.,"Bronx, NY",8/7/2015,5 star rating,"Seriously the best semi- fancy Resturant experience I have ever had, my best friend and I came around 7pm they said the wait would be any 1hour so we left because she didn't want to wait and instead she got Chipotle, so we got seated and I waited for her to finish her food. When we got back to the Resturant it was 8:00 the lady said the wait would be  45 minutes my friend didn't want to wait but she knew I really wanted to eat here so we waited. You have to stand no seating or waiting area. Anyways we got seated early at the bar 8:20 to be exact I guess if we wanted a table we would have had to wait longer. We got seated at  the bar my friend didn't want anything since she had just finish eating chipotle but I told her she could try some of my food. The bartender gave us water which came in very small glasses and had small cardboard cut outs underneath as coasters the water was cold and she gave us the menu to look at. Then she gave us a sheet of I think paper and then a cloth, and silver wear. I ordered strawberry soda she made it right in front of me, came out of a squeeze bottle that looked like bbq sauce must have been the syrup to make it, tasted like fresh strawberries with a soda fizz. Then I asked the bartender if I could order my food. I ordered the crab toast which everyone raves about and the organic fried chicken with basil spinach underneath it  and hot sauce butter around it. The crab toast was AMAZING  before we even got it you could smell the crab it was cut into about 4 pieces it was oily or buttery I'm  not exactly sure but our hands were left greasy. A couple of minutes later I was waiting for my chicken it was taking a little longer to come, when it came I cut it in half to let my friend try she didn't like it but that's because she doesn't like fried things so I took it back I was not going to let her waste my chicken because once I got a bite of it, it was everything and more than I had hoped for I was starving and everything about that chicken tasted like heaven maybe because I haven't had fried chicken in a while IDK but it was everything the spicy butter sauce  complimented the bland spinach and kind of kept the heat down but I had water for that anyways. My bill in total came up to 59.88 the cheapest of the expensive restaurants I have had to pay for, the crab toast was $16, the chicken was 32 and then my soda was $7.00 I could be wrong I didn't see the cents behind the rest of the receipt I didn't look at it for too long. MAKE SURE YOU MAKE A RESERVATION it makes things way simpler we are definitely coming back for lunch can't wait and dinner again to try other things. I SERIOUSLY CANT WAIT."
Steph C.,"Brooklyn, NY",9/3/2015,5 star rating,"Definitely a place for a special occasion. Not because it's fancy (although it sort of is), but because it's just that good. Also you pretty much need to book a reservation at least a month out if you want to dine at a decent timeABC Kitchen, like the ABC furniture store, is beautiful and aesthetically pleasing. Sort of rustic modern homey decor. We sat in the area where the bar is, outside the main dining room. I actually preferred it because it was less dark and quieter. Except for the large table where a family was apparently taking their kids out for a ""casual"" dinner (Can I be in that family?).We ordered the following:1) Crab Toast - This is apparently a must-order item. After tasting the fresh chunks of crab with lemon aioli on toasted thick cut bread, I definitely agree.2) Shaved Raw Fluke - Nice presentation, and the fluke was very fresh. The olives, chilies, and dill gave it a salty sour combination that was odd, but grew on me the more I ate it.3) Roasted Halibut - While I like halibut and this was one of the better halibut dishes, it paled in comparison to the pork. It did make for a nice light summer dish with the vegetables and basil. Still, next time I'd probably choose another entree on the menu.4) Crispy Pork Confit - Was there any doubt that this dish wouldn't be excellent? It came with smoked bacon cherry marmalade and braised turnips. The pork was so incredibly delicious. Service was great as well, and overall an incredible dining experience."
Bonnie N.,"Klamath Falls, OR",3/24/2016,5 star rating,"Absolutely fantastic. Our lunch here was memorable and oh, so delicious. Wonderful atmosphere, attention to detail is obviously very important to them, delicious, QUALITY food, and attentive, friendly service. What a beautiful place!Craft sodas were outstanding. Salted caramel sundae was absolute heaven. Crab toast was dreamy. Prix fixe lunch was a good value. Even the olive oil for dipping was top shelf. Even though we left stuffed, we felt fantastic, the true test of good quality ingredients. What a wonderful experience."
Diane W.,"Manhattan, NY",1/1/2016,5 star rating,"Came here for a New Year's Day slash early birthday lunch with the family. Had a great experience - and now it's become one of my favorite restaurants in the city.First off, the atmosphere of the place was so cute and rustic. There were delicate China plates with rose bouquets in mini glass vases on every table. There were also lovely tree vines and white chandeliers throughout the dining room. Decor was definitely on point!For appetizers, we ordered he crab aioli toast and the tuna sashimi. Both were delicious and very flavorful. The ginger sauce on the tuna sashimi was especially memorable. For my entree I ordered the mushroom and egg pizza. SO good. Only gripe is that the pizza became easily soggy since the crust was so thin. Flavor wise the pizza was excellent and I loved how there was an egg cracked over the top! My sister ordered a brunch item - the scrambled eggs with fried oysters. Really yummy as well, the oysters were incredibly soft and tender. Portion size was small however. My mom ordered the veggie burger, which was more like a falafel sandwich. Super flavorful as well. Dad ordered the hake, a new item on the menu. The sauce was delicious and surprisingly spicy. The fish was really nice and flaky.For dessert, I got the chocolate cake, which they so kindly decorated for my birthday. Super chocolatey with a lovely marshmallow-meringue frosting. My sister got the pumpkin creme brûlée which was excellent - the pomegranate sorbet on top tasted EXACTLY like pomegranate. It was a little on the sweeter side though. My dad, who isn't much of a dessert person, really enjoyed his trio of sorbets.Service was really really good. Our waiters were very attentive and provided us with a lot of information when we were indecisive about dishes. Highly recommend, and would come back in the future!"
Mathew S.,"Warwick, RI",1/11/2020,5 star rating,Amazing food! Best veggie burger I've ever had! Great service! Highly recommended. Tuna sashimi and house rose were also fantastic
Lyn M.,"Manhattan, New York, NY",2/9/2019,5 star rating,"Beautiful interior, delicious food, ultra friendly staff. We ordered nearly everything on the menu and everything was great! I loved all of it, from appetizers like the crab  toast and kabocha toast(both amazing), mains(we had the salmon and skate), to their desserts--. Jean George never disappoints! A more rustic feel in comparison to his other restaurants but flavors are just as intricate and ingredients fresh. Definitely going back soon!"
Joanne L.,"Manhattan, NY",4/16/2016,4 star rating,"Finally got a reservation to come to ABC kitchen for lunch! We still had to wait about 15 minutes before we were seated. Chic interior and open space feel. Food was good, servers were attentive, and experience overall was great. Trendy spot that's definitely worth trying at least once."
Scott P.,"Miami, FL",3/13/2017,5 star rating,"A must visit! We arrived when they opened at 11am and it was packed by 1130am. Everyone who works there was smiling and so friendly! We had the crab toast, mushroom and farm egg pizza and chocolate cake for dessert. Only complaint is pizza has ricotta cheese on it but the menu does not say that. The vodka thyme lemonade was great! I also had the mermaid pilsner which was nice too."
Y A.,"Manhattan, NY",6/22/2016,5 star rating,"Food - amazingDrinks - DeliciousService - ExcellentThe vibe - Elegant but comfortableYes, it's not somewhere that's easy to get reservations but it's worth planning ahead. The dishes that you share are the best over the entrees. I've been here many times and I still crave their food. With so many restaurants in the city, I rarely go to the same one so many times but this one is a winner!"
Jay S.,"Manhattan, New York, NY",1/25/2020,1 star rating,"Waited an hour and half for undercooked raw burgers, undercooked pancakes, an average pizza, and French toast.  Each item came out sporadically the course of 90 mins.  The waiter was un-resourceful and told us the chef cannot remake the pancakes."
Stefany W.,"Los Angeles, CA",3/15/2016,4 star rating,"Okay, I can see the hype here.  The food was delicious and the service was impeccable.I came here last night with two other girls.  We ordered the crab toast and the roasted cauliflower.  They were both fantastic!  The crab was fresh and lightly seasoned with some lemon and the cauliflower was light with that delicious egg yolk on it.I ordered the mushroom pizza as my entree and it was so good! The yolk oozed over the crust and the mushroom was decadent.  My friends ordered the pork confit and the roasted hake.  They both said they were delicious.For dessert, we ordered the salted caramel popcorn sundae and the rhubarb pie (for pi day!).  They were both really really good.  The pie was surprisingly delicious and had the consistency of an apple pie with a bit of tartness.  The sundae was also great especially with the crunchy popcorn and the chocolate.  So divine!I would definitely stop by again."
Juju J.,"Manhattan, New York, NY",12/20/2019,3 star rating,"First I will say the servers are great. My issue was with the food. Ordered the cauliflower soup which was brought cold. Sent it back to get warmed. Ordered the salmon red cabbage and apple mustard. Couldn't get through the sweet flavor of the red cabbage and the overwhelming mustard sauce. The salmon was dry and it was not fun to eat just because it wasn't hot enough. I called restaurant to give feedback to manager, they took my number and email but never received any communication back. The food left a lot to be desired and just not the best dining experience for lunch."
Nhi D.,"Brooklyn, NY",1/28/2018,5 star rating,"The chicken liver and crab breads are worth the hype!! They're sooooo delicious and light for appetizers! I had pesto penne, which was also great . I'd come back again to try out other meals on the seasonal menus."
Alicia C.,"Manhattan, NY",3/7/2016,5 star rating,"I ate here last summer, didn't review it but knew I needed to when I still remember how damn good the fried chicken with hot sauce butter was. OMG. Beyond yummy. That was the final course following another 6-7 other plates of unparalleled flavor bombs. Our group did a family style chef's tasting menu. Best dining decision of summer 2015.Highly recommend coming here. It's beautifully appointed and the ambiance wraps you in comfort and rustic luxury. The back area is great for a large group dinner if you so desire. Will definitely be back!"
Elizabeth L.,"New York, NY",1/3/2021,5 star rating,"Came here for dinner last night and had a great experience. I'd been to all three ABC restaurants before, but not since before COVID and I really enjoyed the combined menu they have at the moment.  Though I missed some of the menu items from the individual restaurants, it was fun to be able to order from all 3 and everything was delicious.  We particularly enjoyed the truffle, egg, and fontina pizza, the green hummus, and the crab toast. Arroz con pollo and the cauliflower were also very good. For dessert we loved the salted caramel sundae. Great service and warm outdoor seating as well."
Victoria J.,"New York, NY",12/15/2018,4 star rating,"The space is beautiful, and all the food we had was very well executed. My single gripe is that for a place with such hype, I just expected a more creative menu."
Anna K.,"Manhattan, NY",3/3/2016,5 star rating,"My mother always wanted to eat here and as an aspiring pastry chef and avid food venturer, I gladly took me and my mother here for lunch. We didn't make reservations and was told a table would be ready for us in ten minutes, but if we didn't mind the bar, we could sit and dine immediately. We chose to sit at the back bar which connects Abc kitchen to the abc store and the other abc tapas restaurant. The environment was absolutely exquisite and elegant. It had a modern, yet rustic and homey feel due to the white wall contrast to the wood piers and furniture. Everything from the plates to the tables looked organic. At the bar We had a lovely server- she was so sweet and took care of us.We ordered the mushroom toast, the beets with housemate yogurt, and the roasted carrot salad.My mother and I shared everything. We had cute European tea like plates which had a spring like feel to them. The other plates were thin and rustic looking made of clay in this cream Ivory color which complimented every dish. The mushroom toast came out first - it was presided into four pieces but presented as one whole toast- there were thin slices of pecorino cheese under a sautéed mushroom with a light gravy which was then added to some sort of lemon juice that didn't overpower the entire mushroom topping to make it super tangy or sour. It was absolute perfection - I'm craving it as I am writing about it- the bread was incredible- artisan and full of flavor, crunch with a dark crust. The beet salad came next- and goodness it was a sight to see!! The colors were vibrant and beautiful and the Reds, yellows and white and the small micro greens made the presentation look inedible. But we are it anyways. The housemate yogurt was so creamy and not too tarte. It complimented the balsamic glaze which sat at the bottom of the bowl topped with moist and perfectly boiled(?) beets of red and yellow. It tasted clean and fresh, a much different experience in your mouth and palate compared to the mushroom toast. Finally the roasted carrot salad came out- our sweet server told the kitchen we were sharing and kindly split the salad on to two separate plates for us! The carrots sat at the bottom while the toasted sesame and sunflower seeds decored the top of the salad. I believe what it was as broccoli or some sort of sprouts were the main green with a light (very light and perfectly) dressed with some sort of dressing. It was a very refreshing dish except I found myself disappointed because the carrots were surprising seasoned with curry- lots of it; so much that it overpowered the flavor of the carrots which I was hoping to taste. Overall, my mother and I were truly overjoyed with our experience there and will definitely plan to go back soon!"
Millie S.,"Manhattan, NY",5/11/2017,4 star rating,"Great food and wine, great service. I moved to NYC from a little town in Texas so it took me a while to wrap my head around how there was a well-known restaurant inside a carpet and furniture store, of all places. But ABC Kitchen is so established for a reason. My friends and I tried several dishes for dinner - Crab toast with lemon aioli: I would literally come back just to eat this toast. The crab is so fresh and tender, and worked so well with the toast and aioli that my heart did palpitations. I think everyone should try this at least once.Shaved raw fluke with horseradish, celery root, and lemon: Very refreshing in its lightness, but also very, very, horseradishy. I didn't get much of the other flavors as everything was drowned out by one note.Pasta with pork ragu and chile oil: I think this was taken off the menu so I can't find the exact name now, but in any case, it was delicious. Very interesting combination of traditional Italian fare with Chinese chile oil. I hope this comes back sometime!Fried organic chicken with collard greens and hot sauce butter: This'll make you regret every bad decision you've ever made regarding your waistline, but it's guilty pleasure food at its best so get it anyway. To be perfectly honest, I'm not sure how well a pool of spicy butter works with crispy fried chicken; some people will be like 'gross' and some will be like 'give it here right now' and for better or worse my gluttonous stomach falls into the latter camp.Crispy pork confit with braised turnips and smoked bacon marmalade: Literally fall off the bone good - easily a crowd favorite.Salted caramel ice cream: Terrific. We agreed that we should've gone with the sundae though - it sounds like a lot, but several scoops of just salted caramel ice cream by itself, no matter how good, gets a little monotonous pretty quickly.The main gripe I have with ABC is that somehow, it feels too impersonal. Food was wonderful and service professional, but something about the ambience had me feeling almost like I was part of a museum exhibit on dining."
Rusty R.,"Jersey City, NJ",4/1/2018,3 star rating,"Gorgeous interior look and A+ service.  But the food was just ok, and for the price paid, that's not good enough.Came here for Easter brunch.  Starters:Homemade Ricotta with Rhubarb Compote was great- best thing I had there.Roasted Carrot and Avocado salad was good.  Had a spicy kick.Entrees:French toast was just ok.  It was overly-and unnecessarily-sweet.  Would not order again.Casarecce pasta dish was good.  I only had a bite (someone else ordered it) but I wished I had gotten that instead.Desserts:Rhubarb Pie with White Chocolate Ice Cream.  Good.   I love rhubarb.  It was presented as a personal-sized pie, which was beautiful.  But, as I said to my friend, ""mom's is better."" Take that for what it's worth.Chocolate Creme Brulee.  Good. Very bitter.  For a real chocolate lover.I'd have to say it was about 25% overpriced, even taking into account the atmosphere and service.  So....meh."
Sabrina L.,"New York, NY",10/20/2019,4 star rating,"Solid food options and a gorgeous place overall -- great date spot. I had the butternut squash pasta and it was so good and unique. I also had the burger, which was good but nothing out of this world. The Apple dessert with the hazelnut ice cream though... phenomenal. I wanted a tub of that ice cream to go home. I also had the margarita, respectable."
Sarah C.,"Toronto, Canada",4/19/2018,2 star rating,"This restaurant is a perfect example of an overhyped yelp  lunch bag letdown. Very noisy, terrible service, undercooked and mediocre food that is priced at a level far exceeding the quality provided. Have been super excited to come here for some time and was very disappointed.I am not the kind of person who gets upset with bad service because if the food is on point then happy tummy triumphs over annoyances like: unnoticed empty glasses, wrong drink orders set down on the table, waiting for someone to notice dirty finished plates for 20 min while we politely wait for someone to notice and/or please bring the bill so we can leave and go save the night by getting shake shack up the street. Had the crab toast was just ok. Not much flavor. Tuna sashimi was ok but lacking imagination; pretty much like you would expect it to be with some diced mint and soy sauce. Pesto pasta was a pile of undercooked stodgy starch. Oily and no flavor; barely touched and server didn't notice although when told it was was undercooked, offered to replace but did not remove from the bill. Ravioli was good. Well cooked and good flavor.Overall would not return. So many other better places to go in this city both with lower and higher priced options."
Connie H.,"Brooklyn, NY",9/17/2017,3 star rating,"This has been on my list for a really long time. The decor of this restaurant makes it the perfect place to take a girl out and impress her. Cute shabby chic vibe with fresh flowers at the table with mismatching vintage plates.The good-The food was good and not overpriced except for a few dishes. The mushroom, Parmesan, and farm egg pizza was our favorite as it was interesting. At $22, it's probably the best bang for me your buck. We also loved the pork confit. It was almost like Chinese BBQ pork, but elevated. The pork was extremely tender as in melts completely when you jab your fork into it, but they managed to give you a crispy skin on top of it. It's also topped with bacon. We didn't order the fried chicken, but our neighbor did. We were slightly jealous. It looked really good.The okay -Crab toast with lemon aioli was our app. It was recommended by our waitress and the crab meat was fresh, but nothing too special. I did like it more than the crab cakes at Jean Georges. The cocktails at $16 were all just okay. Nothing too extraordinary and we tried almost all of them on the menu. I had to send a spicy watermelon Mezcal back because it was a little too blend.  We thought the strawberry royale was too sweet. Service was alright. Our server was nice. Not super attentive, but we got what we needed.The bad-Crispy mushrooms as a side. They were 3 tiny little mushrooms lightly fried with a lighter aioli type of sauce. The mushrooms weren't flavorful at all and the sauce wasn't extraordinary to compensate for how boring the mushrooms were. They just looked good. They could have given me mini portobellos and they would of have more flavor. Did I mention those 3 tiny mushrooms cost us $13!?!? If you charge that much, they better be special. Also, the bathroom at abc kitchen is disgusting! The walls are dirty. The toilets have pee all over it. The mirrors are purposely blemished for the antique look, but ummm can I at least get a spot where I can see my face?The soap dispensers are broken with soap everywhere."
Bella-Vela S.,"Queens, Queens, NY",12/5/2018,5 star rating,"Absolutely amazing atmosphere!Foods are healthy, delicious and nice portion.I really love their plates(smart design, thin and light)"
Maria L.,"New York, NY",6/18/2013,4 star rating,"Good ambiance.Cute, rustic decorations.Great food. The Parmesan, oregano, mushroom, and farm egg whole wheat pizaa was moist and yummy. I recommend it. Service was okay. I had to repeatedly ask the waiter for water. There weren't many people there too.Will go back again."
Holly W.,"Libertyville, IL",6/21/2018,5 star rating,"First time here, made​ a reservation for our anniversary​. Steps of service from beginning to end was outstanding. My man asked the bartender if she could create something fun with a mezcal base (they have plenty of options on the cocktail list but he didn't like some of the ingredients) and​ she sent out this chocolate bitters inspired ""martini"" and he really enjoyed it. The sweet bartender even came by our table to check on us to be sure he liked it- and the bar was busy - so that was super kind of her to find a moment to do that. I LOVED the Palmoa on the list- with a full sprig of mint! Christian, the Reservation Specialist, personally​ stopped by our table to welcome us. He recommended​ some of his favorites and made us feel ""VIP."" The restaurant​ was busy but it did not affect the timing or synchronicity of our experience. Heather, our server, was detail oriented and found the perfect balance of checking in without hovering and overseeing our courses were delivered​ without a long waiting​ period. There was also hip young man with a beard assisting​ her, making sure our table was properly cleared and re-set. I never felt like I was rushed or searching and their teamwork​ made this a flawless dining experience​. When you go, GET THE SALMON. I never order Salmon at a restaurant​ but Christian told me it was to die for and OMG FLAVOR EXPLOSION. It was by far the best piece of fish I've had since I lived in Florida over 10 years ago. We were also sent out a ​complimentary dessert and a sparkling wine toast at the end of our meal for our anniversary and it was just so heartwarming​. We happily waddled out of the restaurant​ and it was one of the nicest and romantic dining experiences​ we've ever had. Thank you!"
Gina C.,"Manhattan, NY",4/4/2016,5 star rating,"Came here on a Saturday morning for brunch - if you're trying to do a walk-in during brunch/lunch hours, I suggest you come in at 11 when they open because at 10:45am, there was already a little line forming outside of the doors.Unlike ABC Cocina, the food is not meant to be shared tapas style, although you can certainly do so if you'd like. The portions are tiny, but everything is really good. Between the two of us, we split the scrambled eggs with crispy potatoes, buttermilk pancakes with lemon curd, and eggs benedict with flying pigs farm ham. The scrambled eggs were european style so they were runny on the inside and tasted amazing. Our server was also kind enough to split the eggs benedict for us onto two plates so we could share it. The scrambled eggs and eggs benedict definitely took the cake home.We also had a ginger shot and an iced matcha latte. The iced matcha latte is unsweet and perfectly tastes of pure matcha, as it should.A pricey but great little spot for a fancier brunch. Extra kudos for having the most beautiful interior design!!"
Tina L.,"Portland, OR",4/22/2017,5 star rating,"These are just the things we had, but others could be better we've just not had the chance to try it.  It was pricey alright, our brunch was $120+ with tax and tip, but well worth it.In order of awesomeness:1. Crab aioli on toast2. Fried oysters and scrambled eggs (eggs made with habanero, elderflower syrup, something something vinegar, paprika infused butter)3. Horseradish fluke4. Eggs benedict.  The ham was just crazy umami."
Janice T.,"Manhattan, NY",3/11/2017,5 star rating,"Hands down my favorite restaurant. Gorgeous, romantic interiors that is all purchasable at its home store attached to the back of the restaurant. Farm to table type food that you'd want to savor with every bite. Make sure you make a reservation in advanced!"
Wendy C.,"New York, NY",4/2/2018,2 star rating,"The food was good, but my overall experience here was undeniably subpar as a result of the service. I will not return - in a city filled with delicious dining establishments that actually have great service, ABC Kitchen is a pass in my book.We ordered the crab toast, asparagus and prosciutto whole wheat pizza, and the sea bass. I'm always skeptical of ordering toast at restaurants, as more often than not it ends up being one slice of bread with very minimal toppings and a hefty price tag. However, given the raving reviews about the crab toast, I decided to give it a try. It was very tasty, with the lemon wedges on the side being a key element. There was a good amount of crab atop the four bite-sized pieces of toast and the bread was toasted to perfection. The pizza was also quite good - I enjoyed how the asparagus was cut (piled into thin circular pieces) and the ricotta was great. However, this dish was a too salty for my taste, likely from the prosciutto. The sea bass entrée was great. We were confused by all of the liquid that the spinach was soaking in, but it tasted fine. There were also random bits of very spicy flavor - I enjoyed it, but it was not enjoyable for my friend who couldn't tolerate spice. I really liked the lemon marmalade that came with the sea bass - it really made the dish.Onto the service - we did not appreciate the waitress' continuous attempts at up-selling. It was not professional and felt dishonest. I don't mind spending for quality, but I am against restaurants that lack honesty and integrity, and attempt to swindle their patrons. I expected more from a restaurant like ABC Kitchen.Also, if you sit at the high top tables you will feel a draft given its proximity to the doors. Dress warmly if the weather is chilly."
Quincy V.,"Scarsdale, NY",6/6/2019,4 star rating,Excellent and very healthy.  Three separate restaurants with three separate menus.  Great place for lunch.
Jen M.,"Manhattan, NY",12/6/2017,5 star rating,"Came here for a business lunch with a large group (party of 10) - everyone LOVED it!First, I am very sensitive to the noise-level when I am in a business setting; I want everyone to be able to hear each other without having to shout. The noise level here was perfect: not too quiet, not too loud. The decor is beautiful: love the exposed wood beams.We had a prix fix menu -- the favorite dishes were the tuna sashimi, akaushi burger, ricotta ravioli, and the squash with pine nuts. Serving sizes were perfect.Service was on point: we never had an empty glass, dishes were cleared and replaced in a timely manner.Would highly recommend and will definitely be back. Hope to try dinner here one time soon, too."
Inna T.,"Walnut Creek, CA",4/26/2018,3 star rating,"Slightly underwhelming for the cost - had the sea bass which was pretty bland with a few intense jalapeño bites, and the chicken liver pate toast. Best part of the meal was the caramel ice cream with fudge and caramel popcorn. Would come back solely for dessert! Service was excellent and environment was beautiful."
